Name,File Path,Date,Subject,Place,Lat,Long,Posted?,Good?,,,
Image 2,640Pics\10-29-22\2,10/29/22,Long lens at temple,Hozenji Temple,34.667924,135.502409,,,,,
Image 3,640Pics\10-29-22\2,10/29/22,Long lens at temple,Hozenji Temple,34.667924,135.502409,,,,,
Image 4,640Pics\10-29-22\2,10/29/22,Long lens at temple,Hozenji Temple,34.667924,135.502409,,,,,
Image 5,640Pics\10-29-22\2,10/29/22,Long lens at temple,Hozenji Temple,34.667924,135.502409,,,,,
Image 6,640Pics\10-29-22\2,10/29/22,Long lens at temple,Hozenji Temple,34.667924,135.502409,,,,,
Image 7,640Pics\10-29-22\2,10/29/22,Long lens at temple,Hozenji Temple,34.667924,135.502409,,,,,
Image 8,640Pics\10-29-22\2,10/29/22,Long lens at temple,Hozenji Temple,34.667924,135.502409,,,,,
Image 9,640Pics\10-29-22\2,10/29/22,Long lens at temple,Hozenji Temple,34.667924,135.502409,,,,,
Image 10,640Pics\10-29-22\2,10/29/22,Long lens at temple,Hozenji Temple,34.667924,135.502409,,,,,
Image 11,640Pics\10-29-22\2,10/29/22,Long lens at temple,Hozenji Temple,34.667924,135.502409,,,,,
Image 12,640Pics\10-29-22\2,10/29/22,Long lens at temple,Hozenji Temple,34.667924,135.502409,,,,,
Image 13,640Pics\10-29-22\2,10/29/22,Long lens at temple,Hozenji Temple,34.667924,135.502409,,,,,
Image 14,640Pics\10-29-22\2,10/29/22,Long lens at temple,Hozenji Temple,34.667924,135.502409,,,,,
Image 15,640Pics\10-29-22\2,10/29/22,Long lens at temple,Hozenji Temple,34.667924,135.502409,,,,,
Image 16,640Pics\10-29-22\2,10/29/22,Long lens at temple,Hozenji Temple,34.667924,135.502409,,,,,
Image 17,640Pics\10-29-22\2,10/29/22,Long lens at temple,Hozenji Temple,34.667924,135.502409,,,,,
Image 18,640Pics\10-29-22\2,10/29/22,Long lens at temple,Hozenji Temple,34.667924,135.502409,,,,,
Image 19,640Pics\10-29-22\2,10/29/22,Long lens at temple,Hozenji Temple,34.667924,135.502409,,,,,
Image 20,640Pics\10-29-22\2,10/29/22,Long lens at temple,Hozenji Temple,34.667924,135.502409,,,,,
Image 1,640Pics\10-29-22\3,10/29/22,Night in Osaka,Hozenji Temple,34.66767,135.504121,,,,,
Image 2,640Pics\10-29-22\3,10/29/22,Powerbook taking pictures,Hozenji Temple,34.667924,135.502409,,,,,
Image 3,640Pics\10-29-22\3,10/29/22,Powerbook taking pictures,Hozenji Temple,34.667924,135.502409,,,,,
Image 4,640Pics\10-29-22\3,10/29/22,Night in Dotonbori,Osaka,34.667952,135.503273,,,,,
Image 5,640Pics\10-29-22\3,10/29/22,Night in Dotonbori,Osaka,34.667648,135.50426,,,,,
Image 6,640Pics\10-29-22\3,10/29/22,Night in Dotonbori,Osaka,34.667648,135.50426,,,,,
Image 7,640Pics\10-29-22\3,10/29/22,Night in Dotonbori,Osaka,34.667648,135.50426,,,,,
Image 1,640Pics\10-29-22\4,10/29/22,A fish?,Dotonbori,34.668706,135.501361,,,,,
Image 2,640Pics\10-29-22\4,10/29/22,Halloween at Dotonbori,Dotonbori,34.668695,135.503009,,,,,
Image 3,640Pics\10-29-22\4,10/29/22,Halloween at Dotonbori,Dotonbori,34.668695,135.503009,,,,,
Image 4,640Pics\10-29-22\4,10/29/22,Halloween at Dotonbori,Dotonbori,34.668695,135.503009,,,,,
Image 1,640Pics\10-30-22,10/30/22,Train ,Shin-Osaka station,34.733068,135.497929,,,,,
Image 2,640Pics\10-30-22,10/30/22,Train ,Shin-Osaka station,34.733068,135.497929,,,,,
Image 3,640Pics\10-30-22,10/30/22,Train ,Shin-Osaka station,34.733068,135.497929,,,,,
Image 4,640Pics\10-30-22,10/30/22,Train ,Shin-Osaka station,34.733068,135.497929,,,,,
Image 5,640Pics\10-30-22,10/30/22,Train ,Shin-Osaka station,34.733068,135.497929,,,,,
Image 6,640Pics\10-30-22,10/30/22,Japan from shinkansen I have no idea where this was taken so the GPS is just to fill in a gap,Japan,34.821584,138.232337,,,,,
Image 7,640Pics\10-30-22,10/30/22,Japan from shinkansen I have no idea where this was taken so the GPS is just to fill in a gap,Japan,34.821584,138.232337,,,,,
Image 8,640Pics\10-30-22,10/30/22,Japan from shinkansen I have no idea where this was taken so the GPS is just to fill in a gap,Japan,34.821584,138.232337,,,,,
Image 9,640Pics\10-30-22,10/30/22,Japan from shinkansen I have no idea where this was taken so the GPS is just to fill in a gap,Japan,34.821584,138.232337,,,,,
Image 10,640Pics\10-30-22,10/30/22,Japan from shinkansen I have no idea where this was taken so the GPS is just to fill in a gap,Japan,34.821584,138.232337,,,,,
Image 11,640Pics\10-30-22,10/30/22,Japan from shinkansen I have no idea where this was taken so the GPS is just to fill in a gap,Japan,34.821584,138.232337,,,,,
Image 12,640Pics\10-30-22,10/30/22,Japan from shinkansen I have no idea where this was taken so the GPS is just to fill in a gap,Japan,34.821584,138.232337,,,,,
Image 13,640Pics\10-30-22,10/30/22,Japan from shinkansen I have no idea where this was taken so the GPS is just to fill in a gap,Japan,34.821584,138.232337,,,,,
Image 14,640Pics\10-30-22,10/30/22,Japan from shinkansen I have no idea where this was taken so the GPS is just to fill in a gap,Japan,34.821584,138.232337,,,,,
Image 1,640Pics\11-1-22,11/01/22,Imtiaz’s camera shop,akihabara,35.70226,139.771484,,,,,
Image 2,640Pics\11-1-22,11/01/22,Imtiaz’s camera shop,akihabara,35.70226,139.771484,,,,,
Image 3,640Pics\11-1-22,11/01/22,Imtiaz’s camera shop,akihabara,35.70226,139.771484,,,,,
Image 4,640Pics\11-1-22,11/01/22,Imtiaz’s camera shop,akihabara,35.70226,139.771484,,,,,
Image 5,640Pics\11-1-22,11/01/22,Imtiaz’s camera shop,akihabara,35.70226,139.771484,,,,,
Image 6,640Pics\11-1-22,11/01/22,River and bridges,tokyo,35.699912,139.765692,,,,,
Image 7,640Pics\11-1-22,11/01/22,Shibuya crossing at night,Shibuya,35.65937,139.700621,,,,,
Image 8,640Pics\11-1-22,11/01/22,Shibuya crossing at night,Shibuya,35.65937,139.700621,,,,,
Image 9,640Pics\11-1-22,11/01/22,Shibuya crossing at night,Shibuya,35.65937,139.700621,,,,,
Image 10,640Pics\11-1-22,11/01/22,Shibuya crossing at night,Shibuya,35.65937,139.700621,,,,,
Image 11,640Pics\11-1-22,11/01/22,Shibuya crossing at night,Shibuya,35.65937,139.700621,,,,,
Image 12,640Pics\11-1-22,11/01/22,Shibuya crossing at night,Shibuya,35.65937,139.700621,,,,,
Image 13,640Pics\11-1-22,11/01/22,Shibuya crossing at night,Shibuya,35.65937,139.700621,,,,,
Image 14,640Pics\11-1-22,11/01/22,Shibuya crossing at night,Shibuya,35.65937,139.700621,,,,,
Image 1,640Pics\11-2-22\1,11/02/22,Michelen man in resturant,Nihonbashi,35.68128,139.774663,,,,,
Image 2,640Pics\11-2-22\1,11/02/22,Snorlax in Pokemon Center,Pokemon Center DX Nihonbashi,35.68037,139.774341,,,,,
Image 3,640Pics\11-2-22\1,11/02/22,Snorlax in Pokemon Center,Pokemon Center DX Nihonbashi,35.68037,139.774341,,,,,
Image 1,640Pics\11-2-22\2,11/02/22,Shibuya crossing at night,Shibuya,35.65937,139.700621,,,,,
Image 2,640Pics\11-2-22\2,11/02/22,Shibuya crossing at night,Shibuya,35.65937,139.700621,,,,,
Image 3,640Pics\11-2-22\2,11/02/22,Shibuya crossing at night,Shibuya,35.65937,139.700621,,,,,
Image 4,640Pics\11-2-22\2,11/02/22,Shibuya crossing at night,Shibuya,35.65937,139.700621,,,,,
Image 5,640Pics\11-2-22\2,11/02/22,Shibuya crossing at night,Shibuya,35.65937,139.700621,,,,,
Image 6,640Pics\11-2-22\2,11/02/22,Shibuya at night,Shibuya,35.660154,139.699248,,,,,
Image 7,640Pics\11-2-22\2,11/02/22,Shibuya at night,Shibuya,35.660154,139.699248,,,,,
Image 8,640Pics\11-2-22\2,11/02/22,Underneath a bridge in Shibuya,Shibuya,35.660364,139.701214,,,,,
Image 1,640Pics\11-3-22,11/03/22,Tried to take a picture of an old Honda S600,akihabara,35.697556,139.771172,,,,,
Image 2,640Pics\11-3-22,11/03/22,Bridge,akihabara,35.697103,139.770753,,,,,
Image 3,640Pics\11-3-22,11/03/22,Cafe girl,akihabara,35.699111,139.770547,,,,,
Image 4,640Pics\11-3-22,11/03/22,Mario,Super Potato,35.699371,139.770677,,,,,
Image 5,640Pics\11-3-22,11/03/22,Akihabra radio ,akihabara,35.699145,139.770612,,,,,
Image 6,640Pics\11-3-22,11/03/22,Akihabra radio ,akihabara,35.699145,139.770612,,,,,
Image 7,640Pics\11-3-22,11/03/22,Akihabra radio ,akihabara,35.699145,139.770612,,,,,
Image 8,640Pics\11-3-22,11/03/22,Shrine,Nihonbashish,35.685606,139.790182,,,,,
Image 9,640Pics\11-3-22,11/03/22,Shrine,Nihonbashish,35.685606,139.790182,,,,,
Image 10,640Pics\11-3-22,11/03/22,Shrine,Nihonbashish,35.685606,139.790182,,,,,
Image 1,640Pics\11-9-22,11/09/22,Bought another Quicktake 150,"This one came from York, PA",39.8931587,-76.6525253,,,,,
Image 2,640Pics\11-9-22,11/09/22,Bought another Quicktake 150,"This one came from York, PA",39.8931587,-76.6525253,,,,,
Image 3,640Pics\11-9-22,11/09/22,Bought another Quicktake 150,"This one came from York, PA",39.8931587,-76.6525253,,,,,
Image 4,640Pics\11-9-22,11/09/22,Bought another Quicktake 150,"This one came from York, PA",39.8931587,-76.6525253,,,,,
Image 5,640Pics\11-9-22,11/09/22,Bought another Quicktake 150,"This one came from York, PA",39.8931587,-76.6525253,,,,,
Image 6,640Pics\11-9-22,11/09/22,Bought another Quicktake 150,"This one came from York, PA",39.8931587,-76.6525253,,,,,
Image 7,640Pics\11-9-22,11/09/22,Bought another Quicktake 150,"This one came from York, PA",39.8931587,-76.6525253,,,,,
Image 8,640Pics\11-9-22,11/09/22,Bought another Quicktake 150,"This one came from York, PA",39.8931587,-76.6525253,,,,,
Image 9,640Pics\11-9-22,11/09/22,Bought another Quicktake 150,"This one came from York, PA",39.8931587,-76.6525253,,,,,
Image 10,640Pics\11-9-22,11/09/22,Bought another Quicktake 150,"This one came from York, PA",39.8931587,-76.6525253,,,,,
Image 11,640Pics\11-9-22,11/09/22,Bought another Quicktake 150,"This one came from York, PA",39.8931587,-76.6525253,,,,,
Image 12,640Pics\11-9-22,11/09/22,Bought another Quicktake 150,"This one came from York, PA",39.8931587,-76.6525253,,,,,
Image 13,640Pics\11-9-22,11/09/22,Bought another Quicktake 150,"This one came from York, PA",39.8931587,-76.6525253,,,,,
Image 14,640Pics\11-9-22,11/09/22,Bought another Quicktake 150,"This one came from York, PA",39.8931587,-76.6525253,,,,,
Image 15,640Pics\11-9-22,11/09/22,Bought another Quicktake 150,"This one came from York, PA",39.8931587,-76.6525253,,,,,
Image 16,640Pics\11-9-22,11/09/22,Bought another Quicktake 150,"This one came from York, PA",39.8931587,-76.6525253,,,,,
Image 1,640Pics\11-26-22,11-26-22,Ocean Beach promenade at Quintara,50mm lens,37.747208,-122.508393,,,,,
Image 2,640Pics\11-26-22,11-26-22,Ocean Beach promenade at Quintara,50mm lens,37.747208,-122.508393,,,,,
Image 3,640Pics\11-26-22,11-26-22,Ocean Beach promenade at Quintara,50mm lens,37.747208,-122.508393,,,,,
Image 4,640Pics\11-26-22,11-26-22,Ocean Beach promenade at Quintara,50mm lens,37.747208,-122.508393,,,,,
Image 5,640Pics\11-26-22,11-26-22,Ocean Beach promenade at Quintara,50mm lens,37.747208,-122.508393,,,,,
Image 6,640Pics\11-26-22,11-26-22,Ocean Beach promenade at Quintara,50mm lens,37.747208,-122.508393,,,,,
Image 7,640Pics\11-26-22,11-26-22,Ocean Beach promenade at Quintara,50mm lens,37.747208,-122.508393,,,,,
Image 8,640Pics\11-26-22,11-26-22,Ocean Beach promenade at Quintara,50mm lens,37.747208,-122.508393,,,,,
Image 9,640Pics\11-26-22,11-26-22,Ocean Beach promenade at Quintara,50mm lens,37.747208,-122.508393,,,,,
Image 10,640Pics\11-26-22,11-26-22,Ocean Beach promenade at Quintara,50mm lens,37.747208,-122.508393,,,,,
Image 11,640Pics\11-26-22,11-26-22,Ocean Beach promenade at Quintara,50mm lens,37.747208,-122.508393,,,,,
Image 12,640Pics\11-26-22,11-26-22,Ocean Beach promenade at Quintara,50mm lens,37.747208,-122.508393,,,,,
Image 13,640Pics\11-26-22,11-26-22,Ocean Beach promenade at Quintara,50mm lens,37.747208,-122.508393,,,,,
Image 14,640Pics\11-26-22,11-26-22,Ocean Beach promenade at Quintara,50mm lens,37.747208,-122.508393,,,,,
Image 15,640Pics\11-26-22,11-26-22,Ocean Beach promenade at Quintara,50mm lens,37.747208,-122.508393,,,,,
Image 16,640Pics\11-26-22,11-26-22,Ocean Beach promenade at Quintara,50mm lens,37.747208,-122.508393,,,,,
